SiteVisit_ID,sDate,SITEID,Project,Notes,FishSampleType,FI_Shocker_Voltage,DateAdded,AddedBy,LastEdit_by,LastEdit_date,SiteVisit_ID_Legacy,SiteVisit_ID_New
1984-06-30_F_2F114,1984-06-30 00:00:00,2F114,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1984-06-30-2F114,1984-06-30_F_2F114
1984-07-03_F_1F117,1984-07-03 00:00:00,1F117,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1984-07-03-1F117,1984-07-03_F_1F117
1984-07-03_F_1F118,1984-07-03 00:00:00,1F118,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1984-07-03-1F118,1984-07-03_F_1F118
1984-07-05_F_1F008,1984-07-05 00:00:00,1F008,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1984-07-05-1F008,1984-07-05_F_1F008
1984-07-05_F_1F116,1984-07-05 00:00:00,1F116,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1984-07-05-1F116,1984-07-05_F_1F116
1984-07-06_F_1F006,1984-07-06 00:00:00,1F006,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1984-07-06-1F006,1984-07-06_F_1F006
1984-07-06_F_1F007,1984-07-06 00:00:00,1F007,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1984-07-06-1F007,1984-07-06_F_1F007
1984-07-09_F_2F140,1984-07-09 00:00:00,2F140,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1984-07-09-2F140,1984-07-09_F_2F140
1984-07-11_F_2F119,1984-07-11 00:00:00,2F119,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1984-07-11-2F119,1984-07-11_F_2F119
1984-07-11_F_2F120,1984-07-11 00:00:00,2F120,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1984-07-11-2F120,1984-07-11_F_2F120
1984-07-11_F_2F121,1984-07-11 00:00:00,2F121,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1984-07-11-2F121,1984-07-11_F_2F121
1984-07-12_F_2F122,1984-07-12 00:00:00,2F122,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1984-07-12-2F122,1984-07-12_F_2F122
1984-07-16_F_3F123,1984-07-16 00:00:00,3F123,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1984-07-16-3F123,1984-07-16_F_3F123
1984-07-16_F_3F124,1984-07-16 00:00:00,3F124,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1984-07-16-3F124,1984-07-16_F_3F124
1984-07-16_F_3F125,1984-07-16 00:00:00,3F125,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1984-07-16-3F125,1984-07-16_F_3F125
1984-07-19_F_3F126,1984-07-19 00:00:00,3F126,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1984-07-19-3F126,1984-07-19_F_3F126
1984-07-19_F_3F127,1984-07-19 00:00:00,3F127,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1984-07-19-3F127,1984-07-19_F_3F127
1984-07-19_F_3F128,1984-07-19 00:00:00,3F128,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1984-07-19-3F128,1984-07-19_F_3F128
1984-07-20_F_3F107,1984-07-20 00:00:00,3F107,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1984-07-20-3F107,1984-07-20_F_3F107
1984-07-20_F_3F108,1984-07-20 00:00:00,3F108,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1984-07-20-3F108,1984-07-20_F_3F108
1984-07-20_F_3F109,1984-07-20 00:00:00,3F109,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1984-07-20-3F109,1984-07-20_F_3F109
1984-07-23_F_2F029,1984-07-23 00:00:00,2F029,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1984-07-23-2F029,1984-07-23_F_2F029
1984-07-23_F_2F129,1984-07-23 00:00:00,2F129,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1984-07-23-2F129,1984-07-23_F_2F129
1984-07-23_F_2F130,1984-07-23 00:00:00,2F130,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1984-07-23-2F130,1984-07-23_F_2F130
1984-07-25_F_2F131,1984-07-25 00:00:00,2F131,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1984-07-25-2F131,1984-07-25_F_2F131
1984-07-30_F_1F132,1984-07-30 00:00:00,1F132,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1984-07-30-1F132,1984-07-30_F_1F132
1984-07-31_F_1F030,1984-07-31 00:00:00,1F030,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1984-07-31-1F030,1984-07-31_F_1F030
1984-07-31_F_1F031,1984-07-31 00:00:00,1F031,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1984-07-31-1F031,1984-07-31_F_1F031
1984-08-01_F_1F001,1984-08-01 00:00:00,1F001,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1984-08-01-1F001,1984-08-01_F_1F001
1984-08-01_F_1F002,1984-08-01 00:00:00,1F002,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1984-08-01-1F002,1984-08-01_F_1F002
1984-08-01_F_1F133,1984-08-01 00:00:00,1F133,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1984-08-01-1F133,1984-08-01_F_1F133
1984-08-06_F_2F052,1984-08-06 00:00:00,2F052,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1984-08-06-2F052,1984-08-06_F_2F052
1984-08-06_F_2F071,1984-08-06 00:00:00,2F071,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1984-08-06-2F071,1984-08-06_F_2F071
1984-08-06_F_2F089,1984-08-06 00:00:00,2F089,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1984-08-06-2F089,1984-08-06_F_2F089
1984-08-07_F_2F053,1984-08-07 00:00:00,2F053,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1984-08-07-2F053,1984-08-07_F_2F053
1984-08-07_F_2F090,1984-08-07 00:00:00,2F090,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1984-08-07-2F090,1984-08-07_F_2F090
1984-08-13_F_2F032,1984-08-13 00:00:00,2F032,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1984-08-13-2F032,1984-08-13_F_2F032
1984-08-13_F_2F033,1984-08-13 00:00:00,2F033,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1984-08-13-2F033,1984-08-13_F_2F033
1984-08-13_F_2F034,1984-08-13 00:00:00,2F034,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1984-08-13-2F034,1984-08-13_F_2F034
1984-08-13_F_2F072_1,1984-08-13 00:00:00,2F072_1,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1984-08-13-2F072_1,1984-08-13_F_2F072_1
1984-08-13_F_2F073,1984-08-13 00:00:00,2F073,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1984-08-13-2F073,1984-08-13_F_2F073
1984-08-20_F_2F076,1984-08-20 00:00:00,2F076,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1984-08-20-2F076,1984-08-20_F_2F076
1985-06-18_F_2F032,1985-06-18 00:00:00,2F032,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1985-06-18-2F032,1985-06-18_F_2F032
1985-06-18_F_2F033,1985-06-18 00:00:00,2F033,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1985-06-18-2F033,1985-06-18_F_2F033
1985-06-18_F_2F034,1985-06-18 00:00:00,2F034,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1985-06-18-2F034,1985-06-18_F_2F034
1985-06-19_F_1F001,1985-06-19 00:00:00,1F001,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1985-06-19-1F001,1985-06-19_F_1F001
1985-06-20_F_1F132,1985-06-20 00:00:00,1F132,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1985-06-20-1F132,1985-06-20_F_1F132
1985-06-21_F_1F003_1,1985-06-21 00:00:00,1F003_1,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1985-06-21-1F003_1,1985-06-21_F_1F003_1
1985-06-21_F_1F004,1985-06-21 00:00:00,1F004,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1985-06-21-1F004,1985-06-21_F_1F004
1985-06-21_F_1F005,1985-06-21 00:00:00,1F005,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1985-06-21-1F005,1985-06-21_F_1F005
1985-06-25_F_2F062,1985-06-25 00:00:00,2F062,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1985-06-25-2F062,1985-06-25_F_2F062
1985-06-25_F_2F065,1985-06-25 00:00:00,2F065,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1985-06-25-2F065,1985-06-25_F_2F065
1985-06-26_F_2F069,1985-06-26 00:00:00,2F069,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1985-06-26-2F069,1985-06-26_F_2F069
1985-06-27_F_2F049,1985-06-27 00:00:00,2F049,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1985-06-27-2F049,1985-06-27_F_2F049
1985-06-27_F_2F050,1985-06-27 00:00:00,2F050,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1985-06-27-2F050,1985-06-27_F_2F050
1985-07-02_F_2F052,1985-07-02 00:00:00,2F052,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1985-07-02-2F052,1985-07-02_F_2F052
1985-07-02_F_2F071,1985-07-02 00:00:00,2F071,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1985-07-02-2F071,1985-07-02_F_2F071
